41551	松 恭平	20170701T100333+0900	61281	 女性の名前は――サラ・リトヘンデ、といった	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100333+0900	61280	 そっとつぶやく。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100333+0900	61279	「あの人が息子と認めた子が……ここにいるのね」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100333+0900	61278	 深い紫の瞳が、美しく輝いた。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100333+0900	61277	 艶やかな茶色の長髪が風に揺れる。髪を押さえながら、女性は学園都市の街並みに視線を移した。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100333+0900	61276	「もう、お嬢さんって歳じゃないんだけどね……」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100333+0900	61275	 遠ざかっていく竜車を眺めながら、女性はつぶやく。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100333+0900	61274	 ガラガラガラ……	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61273	「で、ではあっしはこれで。また御用のときはお呼びくだせえ」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61272	 御者から荷物を受け取ったその女性は、やわらかな微笑を浮かべた。それを見て、御者は思わず顔を赤くする。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61271	 一人の女性が学園都市の地を踏みしめた。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61270	「あら、ありがとう」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61269	「着きましたぜお嬢さん。はいよ、荷物」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61268	 一台の竜車が、学園都市フロンティアに到着した。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61267	 ガラガラガラ……	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61266	 ＊ ＊ ＊	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61265	 そうして、三人は講堂へと向かったのだった。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61264	「ほっとけ。あとで来るだろ」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61263	「そうだねリノちゃん。……あ、オズはどうしよう」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61262	「さ、そろそろ終業式が始まりますよ。行きましょう」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61261	 苦笑するリノ。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61260	「ふふふ。期待していますよ」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100332+0900	61259	「……そっか。じゃあ、オズくらい強くならないとね？ ボクも付き合うよ。お父様に認められるためにね」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100331+0900	61258	 アルスは拳を握りしめた。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100331+0900	61257	「うるせえ。……あいつのせいで、大勢の生徒が死んだんだ。いつかあのツラに一発、いや百発お見舞いして、問いつめてやる……！ 俺は……納得いってねぇ」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100331+0900	61256	「アルス、前から思ってたんだけど……キミもしかして、フウカ先生のこと……」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100331+0900	61255	「……けっ、いなくなってせいせいしてるぜ！」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100331+0900	61254	「ノリがわるいなぁアルス。……もしかして、フウカ先生がいなくなって寂しいのかな？」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100331+0900	61253	 引きずられていくオズを見て、ルークがニヤニヤと笑い、アルスがうなずく。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100331+0900	61252	「ああ……」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61251	「にぎやかだねえ」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61250	 ミオはオズの腕をつかみ、引っ張っていく。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61249	「え、ちょっと、ミオさん？」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61248	「オズ君！ 聞きましたよ、基本輝術(ベース・オーラ)の学期末試験で追試になったらしいじゃないですか！ オズ君の専属チューターとして、じっとしてはいられません！ 対策を話し合いましょう！」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61247	 新たに顔を出したのはミオだった。ウサミミをぴょこんと動かしながら、オズに身を寄せる。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61246	「ミ、ミオさん！？」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61245	「――あ、オズ君！ いいところに！」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61244	 セナとユーリが、慌てた様子でエリカを追っていく。ユーリに抱かれたゴンは、相変わらず嬉しそうに鳴いている。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61243	「きゅうきゅう」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100330+0900	61242	「お、おれも気になるぞ……！」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100329+0900	61241	「――ちょ、ちょっとエリカちゃん！？ どういうことなの！」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100329+0900	61240	 そうエリカはまくし立てると、プイと真っ赤な顔をそむけて去っていく。ぺこりと頭を下げたスーがそのあとを追った。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100329+0900	61239	「シエル会長にやらせてって頼んだのよ。――か、勘違いしないでよね！ アンタ、放っておくとトラブルに足を突っ込んでいくでしょ？ そ、そうよ、ゴンちゃんが心配なだけだから！ 近くで見張っとかないと！ それだけなんだからっ！」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100329+0900	61238	 振り返ると、なぜか顔を赤くしたエリカがいた。	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100329+0900	61237	「あ、エリカ」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100329+0900	61236	「な、なによ。文句ある？」	http://ncode.syosetu.com/n9735cv/67/
41551	松 恭平	20170701T100329+0900	61235	 すると、オズたちの背後から、	http://ncode.syosetu.com/n9735cv/67/
